theta   d_times   d_db
2.802131   0.001396   -28.549769
2.803702   0.001358   -28.670272
2.805274   0.001321   -28.791343
2.806846   0.001284   -28.912990
2.808417   0.001249   -29.035216
2.809989   0.001214   -29.158027
2.811560   0.001180   -29.281430
2.813132   0.001147   -29.405428
2.814704   0.001114   -29.530028
2.816275   0.001083   -29.655236
2.817847   0.001052   -29.781058
2.819418   0.001022   -29.907498
2.820990   0.000992   -30.034564
2.822561   0.000963   -30.162261
2.824133   0.000935   -30.290596
2.825705   0.000908   -30.419574
2.827276   0.000881   -30.549202
2.828848   0.000855   -30.679486
2.830419   0.000830   -30.810433
2.831991   0.000805   -30.942050
2.833563   0.000781   -31.074343
2.835134   0.000757   -31.207319
2.836706   0.000734   -31.340985
2.838277   0.000712   -31.475348
2.839849   0.000690   -31.610415
2.841420   0.000669   -31.746193
2.842992   0.000648   -31.882691
2.844564   0.000628   -32.019914
2.846135   0.000608   -32.157871
2.847707   0.000589   -32.296571
2.849278   0.000571   -32.436019
2.850850   0.000553   -32.576225
2.852422   0.000535   -32.717197
2.853993   0.000518   -32.858942
2.855565   0.000501   -33.001470
2.857136   0.000485   -33.144788
2.858708   0.000469   -33.288906
2.860279   0.000454   -33.433832
2.861851   0.000439   -33.579576
2.863423   0.000424   -33.726145
2.864994   0.000410   -33.873551
2.866566   0.000396   -34.021801
2.868137   0.000383   -34.170906
2.869709   0.000370   -34.320876
2.871281   0.000357   -34.471720
2.872852   0.000345   -34.623448
2.874424   0.000333   -34.776071
2.875995   0.000321   -34.929599
2.877567   0.000310   -35.084044
2.879138   0.000299   -35.239415
2.880710   0.000289   -35.395723
2.882282   0.000278   -35.552981
2.883853   0.000268   -35.711200
2.885425   0.000259   -35.870390
2.886996   0.000249   -36.030565
2.888568   0.000240   -36.191735
2.890140   0.000232   -36.353915
2.891711   0.000223   -36.517115
2.893283   0.000215   -36.681349
2.894854   0.000207   -36.846630
2.896426   0.000199   -37.012971
2.897997   0.000191   -37.180387
2.899569   0.000184   -37.348889
2.901141   0.000177   -37.518493
2.902712   0.000170   -37.689214
2.904284   0.000164   -37.861065
2.905855   0.000157   -38.034062
2.907427   0.000151   -38.208219
2.908998   0.000145   -38.383553
2.910570   0.000139   -38.560080
2.912142   0.000134   -38.737815
2.913713   0.000128   -38.916775
2.915285   0.000123   -39.096977
2.916856   0.000118   -39.278438
2.918428   0.000113   -39.461176
2.920000   0.000109   -39.645209
2.921571   0.000104   -39.830555
2.923143   0.000100   -40.017233
2.924714   0.000095   -40.205262
2.926286   0.000091   -40.394661
2.927857   0.000087   -40.585451
2.929429   0.000084   -40.777652
2.931001   0.000080   -40.971285
2.932572   0.000076   -41.166372
2.934144   0.000073   -41.362934
2.935715   0.000070   -41.560993
2.937287   0.000067   -41.760573
2.938859   0.000064   -41.961696
2.940430   0.000061   -42.164388
2.942002   0.000058   -42.368672
2.943573   0.000055   -42.574573
2.945145   0.000053   -42.782118
2.946716   0.000050   -42.991332
2.948288   0.000048   -43.202242
2.949860   0.000046   -43.414877
2.951431   0.000043   -43.629264
2.953003   0.000041   -43.845432
2.954574   0.000039   -44.063411
2.956146   0.000037   -44.283233
2.957718   0.000035   -44.504926
2.959289   0.000034   -44.728525
2.960861   0.000032   -44.954062
2.962432   0.000030   -45.181571
2.964004   0.000029   -45.411085
2.965575   0.000027   -45.642642
2.967147   0.000026   -45.876277
2.968719   0.000024   -46.112028
2.970290   0.000023   -46.349934
2.971862   0.000022   -46.590034
2.973433   0.000021   -46.832368
2.975005   0.000020   -47.076980
2.976577   0.000019   -47.323911
2.978148   0.000017   -47.573206
2.979720   0.000016   -47.824911
2.981291   0.000016   -48.079073
2.982863   0.000015   -48.335740
2.984434   0.000014   -48.594961
2.986006   0.000013   -48.856788
2.987578   0.000012   -49.121273
2.989149   0.000012   -49.388472
2.990721   0.000011   -49.658440
2.992292   0.000010   -49.931234
2.993864   0.000010   -50.206916
2.995436   0.000009   -50.485545
2.997007   0.000008   -50.767186
2.998579   0.000008   -51.051905
3.000150   0.000007   -51.339768
3.001722   0.000007   -51.630847
3.003293   0.000006   -51.925213
3.004865   0.000006   -52.222942
3.006437   0.000006   -52.524110
3.008008   0.000005   -52.828799
3.009580   0.000005   -53.137090
3.011151   0.000005   -53.449071
3.012723   0.000004   -53.764829
3.014295   0.000004   -54.084457
3.015866   0.000004   -54.408050
3.017438   0.000003   -54.735709
3.019009   0.000003   -55.067535
3.020581   0.000003   -55.403635
3.022152   0.000003   -55.744121
3.023724   0.000002   -56.089108
3.025296   0.000002   -56.438715
3.026867   0.000002   -56.793067
3.028439   0.000002   -57.152294
3.030010   0.000002   -57.516529
3.031582   0.000002   -57.885915
3.033153   0.000001   -58.260597
3.034725   0.000001   -58.640728
3.036297   0.000001   -59.026466
3.037868   0.000001   -59.417978
3.039440   0.000001   -59.815436
3.041011   0.000001   -60.219022
3.042583   0.000001   -60.628924
3.044155   0.000001   -61.045340
3.045726   0.000001   -61.468475
3.047298   0.000001   -61.898546
3.048869   0.000001   -62.335778
3.050441   0.000001   -62.780407
3.052012   0.000000   -63.232681
3.053584   0.000000   -63.692859
3.055156   0.000000   -64.161212
3.056727   0.000000   -64.638023
3.058299   0.000000   -65.123591
3.059870   0.000000   -65.618226
3.061442   0.000000   -66.122254
3.063014   0.000000   -66.636016
3.064585   0.000000   -67.159867
3.066157   0.000000   -67.694180
3.067728   0.000000   -68.239341
3.069300   0.000000   -68.795752
3.070871   0.000000   -69.363830
3.072443   0.000000   -69.944005
3.074015   0.000000   -70.536718
3.075586   0.000000   -71.142420
3.077158   0.000000   -71.761563
3.078729   0.000000   -72.394600
3.080301   0.000000   -73.041972
3.081873   0.000000   -73.704099
3.083444   0.000000   -74.381362
3.085016   0.000000   -75.074085
3.086587   0.000000   -75.782500
3.088159   0.000000   -76.506718
3.089730   0.000000   -77.246669
3.091302   0.000000   -78.002039
3.092874   0.000000   -78.772184
3.094445   0.000000   -79.556013
3.096017   0.000000   -80.351850
3.097588   0.000000   -81.157259
3.099160   0.000000   -81.968833
3.100732   0.000000   -82.781970
3.102303   0.000000   -83.590646
3.103875   0.000000   -84.387231
3.105446   0.000000   -85.162433
3.107018   0.000000   -85.905462
3.108589   0.000000   -86.604531
3.110161   0.000000   -87.247753
3.111733   0.000000   -87.824424
3.113304   0.000000   -88.326456
3.114876   0.000000   -88.749628
3.116447   0.000000   -89.094249
3.118019   0.000000   -89.365000
3.119591   0.000000   -89.570014
3.121162   0.000000   -89.719506
3.122734   0.000000   -89.824354
3.124305   0.000000   -89.894936
3.125877   0.000000   -89.940382
3.127448   0.000000   -89.968215
3.129020   0.000000   -89.984292
3.130592   0.000000   -89.992943
3.132163   0.000000   -89.997200
3.133735   0.000000   -89.999062
3.135306   0.000000   -89.999754
3.136878   0.000000   -89.999956
3.138449   0.000000   -89.999996
3.140021   0.000000   -90.000000
3.141593   0.000000   -90.000000
